year,month,day,tempHigh,tempAvg,tempLow,DPHigh,DPAvg,DPLow,humidityHigh,humidityAvg,humidityLow,SLPHigh,SLPAvg,SLPLow,visibilityHigh,visibilityAvg,visibilityLow,windAvg,Rainfall,AQI
2014,1,3,26,21,15,15,14,12,83,64,42,1017,1015,1013,4,4,3,10,0.0,182.0
2014,1,4,26,20,15,16,14,12,83,67,46,1016,1013,1011,4,3,2,16,0.0,131.0
2014,1,5,24,19,13,15,14,13,88,71,50,1014,1011,1010,3,2,2,10,0.0,140.0
2014,1,6,24,18,13,15,13,11,94,64,44,1014,1013,1011,4,3,1,8,0.0,99.0
2014,1,7,26,20,14,17,13,11,91,61,29,1017,1014,1013,4,3,1,8,0.0,87.0
2014,1,9,24,19,15,14,12,8,88,63,43,1015,1013,1011,4,3,3,8,0.0,51.0
2014,1,10,23,17,12,14,12,10,96,67,44,1017,1014,1012,16,4,0,6,0.0,179.0
2014,1,12,24,18,13,17,14,13,94,70,42,1019,1016,1015,23,5,2,3,0.0,281.0
2014,2,3,26,22,18,17,16,13,88,66,40,1012,1009,1007,4,4,2,8,0.0,93.0
2014,2,4,26,21,15,18,14,10,88,65,32,1011,1009,1007,4,4,2,10,0.0,66.0
2014,2,5,27,22,17,18,14,10,88,63,33,1011,1009,1007,4,3,1,6,0.0,125.0
2014,2,6,29,23,17,17,15,13,94,59,28,1012,1009,1007,4,3,0,3,0.0,129.0
2014,2,7,28,23,18,17,14,9,94,55,21,1011,1009,1008,4,4,3,5,0.0,79.0
2014,2,9,27,22,17,22,19,17,94,79,52,1009,1008,1007,4,4,3,8,0.0,83.0
2014,2,10,28,25,22,21,20,19,94,78,61,1011,1009,1007,4,4,1,6,0.0,141.0
2014,2,11,28,24,21,22,22,20,95,82,63,1011,1008,1006,4,3,2,5,0.0,141.0
2014,2,12,27,24,22,22,18,13,95,71,48,1011,1009,1007,4,2,1,6,0.0,301.0
2014,2,17,21,18,15,19,18,16,100,89,83,1015,1013,1012,4,3,2,5,0.0,125.0
2014,2,18,23,19,16,17,11,4,94,58,18,1018,1016,1013,6,4,0,13,0.0,122.0
2014,2,19,24,19,15,18,13,10,83,63,33,1015,1013,1011,4,4,3,8,0.0,142.0
2014,2,20,28,22,15,18,14,5,94,56,13,1015,1013,1011,5,4,2,5,0.0,253.0
2014,2,21,28,22,16,17,15,11,94,64,26,1016,1014,1012,4,3,1,5,0.0,321.0
2014,2,22,28,22,16,18,13,5,94,56,14,1017,1015,1013,4,4,2,8,0.0,282.0
2014,2,23,29,22,16,21,16,12,88,61,35,1017,1015,1012,4,3,2,10,0.0,276.0
2014,2,24,30,24,18,17,16,12,88,53,26,1017,1015,1013,5,4,2,13,0.0,130.0
2014,2,25,30,25,20,17,14,11,83,48,26,1016,1014,1012,6,4,3,19,0.0,141.0
2014,2,26,29,26,21,17,14,7,73,47,25,1016,1013,1010,4,4,3,19,0.0,174.0
2014,2,27,30,23,17,17,15,13,88,52,27,1016,1013,1011,4,4,2,8,0.0,260.0
2014,2,28,29,23,17,17,16,13,68,52,37,1016,1014,1012,4,4,3,14,0.0,223.0
2014,3,3,30,24,19,17,15,12,73,44,25,1014,1013,1011,4,4,2,16,0.0,111.0
2014,3,4,28,23,19,18,16,14,78,56,35,1015,1013,1011,4,4,3,13,0.0,176.0
2014,3,5,30,24,18,18,15,10,78,53,27,1015,1013,1011,5,4,3,13,0.0,107.0
2014,3,6,30,23,17,16,12,7,83,42,15,1015,1013,1011,6,5,3,14,0.0,84.0
2014,3,7,30,25,20,16,13,8,73,46,17,1016,1014,1012,6,5,3,11,0.0,105.0
2014,3,9,31,24,17,20,12,8,65,39,17,1016,1013,1011,6,5,3,13,0.0,79.0
2014,3,10,30,23,17,17,14,10,83,50,22,1015,1013,1011,5,4,3,6,0.0,141.0
2014,3,11,31,24,18,21,15,9,83,52,18,1016,1014,1012,6,4,2,8,0.0,145.0
2014,3,12,30,24,19,21,17,13,88,55,32,1015,1013,1011,4,4,3,5,0.0,259.0
2014,3,13,30,24,19,22,19,15,96,62,32,1014,1012,1010,4,3,2,5,0.0,338.0
2014,3,14,33,27,21,21,17,12,91,52,19,1014,1012,1010,27,5,2,14,0.0,279.0
2014,3,15,33,28,22,21,17,15,91,55,30,1015,1013,1011,6,5,3,10,0.0,284.0
2014,3,16,31,24,18,18,16,11,78,51,27,1016,1014,1011,5,5,3,8,0.0,288.0
2014,3,17,32,25,18,21,18,15,85,56,26,1015,1012,1010,5,4,2,5,0.0,353.0
2014,3,18,31,25,19,25,22,18,96,77,58,1015,1012,1009,5,4,3,5,0.0,261.0
2014,3,19,30,27,23,24,21,17,90,73,52,1013,1011,1009,5,5,3,6,0.0,188.0
2014,3,20,30,25,20,24,22,20,94,74,54,1013,1010,1003,5,5,3,6,1.02,170.0
2014,3,21,30,27,23,25,23,22,97,82,61,1011,1008,1006,5,4,3,5,0.0,191.0
2014,3,22,30,27,23,25,24,22,97,85,70,1011,1008,1006,5,4,3,6,0.0,177.0
2014,3,23,30,24,19,22,19,17,89,69,42,1013,1011,1008,6,5,4,14,0.0,142.0
2014,3,24,30,27,22,26,22,21,100,74,52,1014,1011,1009,6,5,3,6,7.87,169.0
2014,3,25,29,26,21,24,22,19,95,74,50,1014,1011,1008,7,6,3,11,1.02,143.0
2014,3,26,30,27,23,24,23,21,94,78,58,1013,1010,1008,5,5,3,5,0.0,154.0
2014,3,27,31,27,23,26,24,23,94,83,65,1011,1009,1007,5,5,3,3,0.0,192.0
2014,3,28,30,27,24,27,25,24,94,85,68,1011,1009,1006,5,4,3,6,0.0,107.0
2014,3,29,30,27,24,26,25,24,94,83,68,1010,1007,1005,5,5,3,5,0.0,189.0
2014,3,30,31,28,24,26,25,24,96,85,68,1009,1006,1005,5,4,3,8,0.0,158.0
2014,4,3,31,28,26,26,25,24,94,80,68,1010,1008,1006,5,5,3,6,0.0,140.0
2014,4,4,30,26,22,25,19,15,96,64,35,1014,1008,1006,6,5,3,8,10.92,185.0
2014,4,5,31,27,22,26,24,21,89,78,62,1011,1009,1006,5,5,3,6,0.0,133.0
2014,4,6,30,28,25,26,24,20,89,81,63,1012,1010,1007,6,5,3,8,7.11,103.0
2014,4,7,30,26,22,27,25,24,94,82,60,1012,1009,1007,5,5,4,13,0.0,91.0
2014,4,9,31,28,25,27,26,25,96,83,71,1011,1009,1007,6,5,3,13,2.03,68.0
2014,4,10,32,29,26,27,25,24,94,76,56,1011,1009,1007,7,6,3,5,0.0,117.0
2014,4,11,32,29,26,27,26,24,94,82,68,1011,1009,1007,6,5,3,5,0.0,172.0
2014,4,12,33,29,24,26,23,19,100,71,36,1011,1009,1006,6,5,0,10,0.0,240.0
2014,4,13,35,30,26,27,23,19,96,65,33,1012,1009,1007,6,5,0,6,0.0,186.0
2014,4,14,35,30,25,26,23,19,96,64,39,1013,1009,1006,6,5,2,10,0.0,181.0
2014,4,15,35,29,23,27,23,19,90,64,36,1011,1008,1006,5,5,2,10,0.0,256.0
2014,4,16,33,29,25,28,26,16,100,76,37,1010,1007,1004,5,4,0,6,0.0,292.0
2014,4,17,32,28,25,27,26,23,96,81,61,1009,1007,1005,5,5,3,6,0.0,170.0
2014,4,18,32,28,25,26,26,25,96,80,60,1011,1009,1007,5,4,0,6,0.0,183.0
2014,4,19,33,30,26,27,26,23,94,74,58,1010,1007,1005,5,5,2,6,0.0,204.0
2014,4,20,36,31,26,26,24,21,94,63,44,1008,1006,1003,5,5,3,6,0.0,307.0
2014,4,21,39,32,26,24,21,18,84,45,4,1010,1007,1005,5,5,3,8,0.0,263.0
2014,4,22,39,32,25,24,18,14,73,42,17,1012,1008,1006,5,5,3,11,0.0,197.0
2014,4,23,37,31,24,29,23,19,89,58,28,1010,1007,1005,6,6,3,6,0.0,286.0
2014,4,24,34,30,25,28,27,25,96,76,60,1008,1006,1003,5,5,3,6,0.0,145.0
2014,4,25,33,30,27,27,27,26,94,78,65,1010,1007,1004,5,5,0,8,0.0,107.0
2014,4,26,33,30,27,27,26,25,89,74,63,1009,1007,1005,5,5,4,8,0.0,145.0
2014,4,27,33,30,27,27,26,24,94,74,56,1010,1008,1005,6,5,5,10,0.0,120.0
2014,4,28,33,28,23,27,24,20,90,67,47,1010,1008,1005,6,6,5,10,2.03,133.0
2014,4,29,33,30,27,27,27,26,94,77,63,1010,1007,1004,6,6,5,13,0.0,115.0
2014,4,30,34,28,22,27,24,20,93,69,44,1010,1008,1005,7,6,3,14,13.97,89.0
2014,5,3,32,28,24,26,24,18,88,69,48,1009,1008,1007,5,5,5,10,10.92,158.0
2014,5,4,32,28,23,24,22,21,90,69,49,1009,1007,1006,8,6,5,8,0.0,107.0
2014,5,5,31,28,25,25,23,21,89,72,56,1010,1008,1007,7,6,3,6,0.25,41.0
2014,5,6,32,29,26,27,25,23,89,76,53,1011,1009,1006,7,5,3,5,0.0,110.0
2014,5,7,33,30,27,26,26,22,89,75,58,1011,1008,1005,7,5,3,10,0.0,77.0
2014,5,9,32,29,27,27,27,25,89,80,68,1006,1004,1002,6,5,4,23,0.51,52.0
2014,5,10,32,30,28,27,27,26,89,79,68,1006,1005,1003,6,5,5,23,0.0,147.0
2014,5,11,30,27,24,27,26,24,100,90,80,1008,1006,1005,5,4,0,14,0.0,125.0
2014,5,12,32,28,23,27,26,24,100,82,68,1008,1006,1004,7,6,0,14,0.0,190.0
2014,5,13,32,30,28,27,27,25,84,79,70,1009,1006,1004,6,6,5,10,0.0,102.0
2014,5,14,32,30,28,28,27,26,90,80,68,1007,1005,1002,6,5,5,13,0.0,132.0
2014,5,15,33,30,27,28,27,24,89,81,68,1005,1003,1001,5,5,3,14,2.03,139.0
2014,5,16,33,29,26,28,27,24,94,81,70,1006,1004,1003,6,6,5,10,2.03,65.0
2014,5,17,33,30,27,27,27,26,89,76,63,1009,1006,1005,6,5,5,10,0.0,144.0
2014,5,18,51,39,27,27,27,25,94,74,20,1008,1006,1004,5,5,3,8,0.0,174.0
2014,5,19,33,31,28,27,27,26,94,76,63,1008,1006,1004,6,5,5,10,0.0,170.0
2014,5,20,33,30,28,27,26,25,94,73,58,1008,1005,1003,6,5,3,10,0.0,140.0
2014,5,21,33,30,27,28,26,25,89,76,65,1006,1003,1001,6,5,5,10,0.0,116.0
2014,5,22,33,31,28,27,26,24,89,72,53,1004,1002,1000,6,6,6,11,0.0,79.0
2014,5,23,33,31,28,27,26,23,84,71,56,1006,1003,1001,6,6,6,10,0.0,65.0
2014,5,24,33,29,26,27,26,25,94,80,65,1009,1006,1004,6,6,5,11,0.0,81.0
2014,5,25,33,29,26,26,26,24,95,75,63,1009,1007,1005,6,6,5,13,1.02,81.0
2014,5,26,33,29,26,27,26,24,89,75,58,1010,1008,1006,6,6,5,11,1.02,77.0
2014,5,27,33,30,27,27,26,25,90,74,53,1009,1007,1005,6,6,6,11,0.0,78.0
2014,5,28,32,29,26,27,26,24,89,77,66,1008,1006,1004,7,6,3,13,1.02,96.0
2014,5,30,33,30,27,26,25,24,89,75,66,1005,1004,1003,6,6,6,11,0.0,79.0
2014,5,31,32,29,27,27,26,25,89,75,66,1004,1003,1001,6,6,6,11,0.0,128.0
2014,6,3,30,28,27,28,26,25,90,82,68,1006,1004,1002,6,5,3,11,12.95,321.0
2014,6,4,31,28,25,27,26,25,96,85,75,1005,1003,1001,6,5,3,8,102.11,157.0
2014,6,5,32,29,25,27,26,25,94,79,60,1004,1002,1000,6,5,4,10,4.06,140.0
2014,6,6,32,29,26,27,26,25,95,78,68,1003,1001,999,6,6,6,8,0.0,93.0
2014,6,7,33,29,26,27,26,25,89,74,58,1002,1000,998,7,6,5,11,0.0,99.0
2014,6,9,33,30,28,27,26,25,89,76,66,1000,999,998,7,6,6,13,0.0,48.0
2014,6,10,33,30,28,27,27,25,89,77,66,1001,1000,998,6,6,6,11,0.0,97.0
2014,6,11,33,30,28,28,26,24,89,80,65,1001,999,996,6,6,6,10,0.0,146.0
2014,6,12,33,29,26,28,27,25,89,77,70,1000,998,995,6,6,6,10,0.0,276.0
2014,6,13,33,31,28,28,26,25,94,85,75,1000,997,995,6,5,2,8,58.93,155.0
2014,6,14,33,29,24,28,26,25,89,77,63,1000,998,997,6,6,5,6,14.99,111.0
2014,6,15,31,28,25,27,26,24,94,83,71,1001,999,996,6,5,3,10,0.0,90.0
2014,6,16,29,27,24,27,26,24,94,88,80,1001,999,997,6,5,3,5,0.25,88.0
2014,6,18,31,28,24,26,26,25,94,84,68,999,998,995,6,5,3,10,12.95,62.0
2014,6,19,28,27,26,26,26,25,95,91,84,998,996,995,5,4,3,13,21.08,65.0
2014,6,20,28,27,25,26,26,25,100,93,84,999,997,996,5,4,1,16,0.76,56.0
2014,6,21,28,27,25,27,26,25,100,94,88,1001,999,996,4,3,2,19,21.08,61.0
2014,6,22,27,26,24,26,24,24,100,96,85,1003,1002,1001,3,2,0,10,54.1,59.0
2014,6,23,28,25,23,26,24,22,100,94,88,1002,1001,1000,5,3,2,8,104.9,97.0
2014,6,24,29,26,23,26,25,23,100,87,74,1000,999,997,6,5,5,3,0.76,121.0
2014,6,25,32,28,24,28,26,24,100,87,68,1003,1000,998,6,5,1,11,0.0,103.0
2014,6,26,28,27,25,26,25,24,94,87,71,1004,1002,1000,6,5,3,5,3.05,116.0
2014,6,27,31,28,25,27,26,25,89,83,68,1007,1005,1004,6,5,4,11,3.05,108.0
2014,6,28,32,28,25,27,26,25,94,82,68,1006,1004,1001,6,6,5,11,0.51,109.0
2014,6,29,28,27,25,27,26,25,100,95,89,1004,1002,1000,5,4,2,18,38.1,117.0
2014,6,30,32,28,24,26,26,24,95,77,58,1002,1000,998,6,6,5,13,1.02,101.0
2014,7,3,29,26,23,26,26,25,95,90,77,1001,999,998,5,5,3,14,5.08,316.0
2014,7,4,27,26,25,26,26,25,95,91,84,1002,1000,998,5,5,5,13,1.02,146.0
2014,7,5,30,28,25,28,26,24,94,85,74,1005,1003,1002,5,5,5,10,0.0,61.0
2014,7,6,32,29,26,28,27,25,95,84,70,1006,1005,1003,6,6,5,6,0.0,61.0
2014,7,7,31,29,26,27,27,26,90,82,71,1006,1003,1001,6,6,5,6,1.02,106.0
2014,7,9,31,29,27,27,27,26,94,82,71,1002,1000,998,6,6,5,10,0.0,22.0
2014,7,10,32,29,27,27,26,25,94,75,60,1001,999,997,6,6,4,8,0.0,66.0
2014,7,11,33,29,26,28,26,25,95,80,62,1001,999,997,6,6,3,5,8.89,57.0
2014,7,12,34,30,26,27,26,26,90,76,58,1000,998,996,6,6,5,6,0.0,211.0
2014,7,13,32,30,27,27,26,24,89,77,63,1001,1000,998,6,5,4,10,3.05,33.0
2014,7,14,33,30,27,27,26,25,89,76,65,1002,1000,998,6,6,5,11,3.05,48.0
2014,7,15,32,29,27,27,25,24,90,79,65,1002,1000,999,5,5,5,14,4.06,38.0
2014,7,16,29,28,27,27,26,25,95,87,71,1003,1002,1001,6,5,3,16,23.11,45.0
2014,7,17,29,27,25,26,26,25,96,87,77,1003,1001,999,6,5,3,13,1.02,43.0
2014,7,18,31,28,26,27,26,25,94,82,70,1002,999,997,6,5,5,16,1.02,48.0
2014,7,19,31,28,26,29,26,25,94,83,71,999,997,995,6,6,5,11,0.51,43.0
2014,7,20,31,28,25,26,26,25,94,86,71,998,996,995,6,5,3,16,11.94,51.0
2014,7,21,27,26,25,26,25,24,99,93,78,1001,999,997,6,4,3,16,18.03,52.0
2014,7,22,30,27,23,26,26,24,95,90,84,1002,1001,1000,5,5,3,11,0.0,79.0
2014,7,23,31,28,25,28,26,24,96,85,71,1003,1001,1000,6,5,3,8,11.94,80.0
2014,7,24,31,28,26,26,26,25,94,84,71,1003,1001,999,6,6,5,8,4.06,75.0
2014,7,25,32,29,26,27,26,24,94,79,65,1003,1001,999,6,6,4,8,0.0,62.0
2014,8,4,27,26,25,26,26,25,100,92,84,1000,998,997,6,4,2,13,36.07,105.0
2014,8,5,29,27,25,27,26,25,94,89,84,1003,1001,1000,5,5,3,11,11.94,54.0
2014,8,6,30,28,25,28,26,25,94,88,79,1003,1001,999,6,5,3,8,0.0,55.0
2014,8,7,31,28,26,27,26,25,94,84,71,1002,1000,997,6,6,5,6,0.0,96.0
2014,8,9,32,29,26,27,26,24,94,80,70,1004,1002,1001,6,5,5,16,0.25,35.0
2014,8,10,31,28,26,27,26,24,89,82,65,1005,1004,1003,6,6,5,13,0.25,73.0
2014,8,11,31,28,26,27,26,24,89,81,65,1006,1004,1002,6,6,5,11,1.02,47.0
2014,8,12,30,27,24,28,26,25,100,89,77,1005,1003,1001,5,5,3,10,3.05,290.0
2014,8,21,29,27,24,26,25,24,89,83,66,1006,1004,1003,6,5,3,11,3.05,116.0
2014,8,22,28,27,25,26,25,25,96,86,77,1008,1006,1004,6,5,3,11,8.89,70.0
2014,8,23,29,27,25,26,25,24,96,86,74,1009,1008,1006,6,5,3,10,0.0,49.0
2014,8,24,30,28,25,26,26,24,94,84,74,1009,1007,1005,6,5,3,11,3.05,42.0
2014,8,25,31,29,27,27,26,25,94,81,65,1008,1006,1004,6,6,6,8,0.0,47.0
2014,8,26,31,28,26,27,26,24,94,82,71,1008,1005,1003,6,6,5,6,0.0,52.0
2014,8,27,32,29,27,27,26,25,94,83,65,1005,1003,1000,6,6,5,3,0.0,67.0
2014,8,28,32,29,27,27,26,25,98,80,63,1006,1004,1002,6,6,5,3,0.0,59.0
2014,8,29,33,30,26,26,26,25,89,77,58,1005,1003,1001,7,6,5,8,0.0,55.0
2014,8,30,31,28,26,27,26,23,94,85,66,1006,1004,1001,6,5,3,6,9.91,37.0
2014,8,31,30,28,26,25,24,23,96,81,68,1006,1003,1001,6,6,5,11,0.0,27.0
2014,9,3,31,28,26,27,26,25,94,82,71,1007,1005,1003,7,6,6,8,0.0,165.0
2014,9,4,31,28,25,27,26,24,94,85,70,1005,1003,1001,6,5,3,8,0.51,105.0
2014,9,5,31,29,26,26,26,25,95,80,63,1004,1002,999,6,5,5,11,0.0,44.0
2014,9,6,32,28,25,25,24,24,89,74,56,1004,1002,1000,6,6,5,11,0.0,75.0
2014,9,7,31,28,25,26,24,23,89,74,58,1007,1005,1003,7,6,5,11,0.0,91.0
2014,9,9,31,28,25,27,26,24,94,80,65,1007,1005,1003,6,6,6,8,0.0,55.0
2014,9,10,31,29,26,27,26,24,94,79,68,1007,1006,1003,6,6,5,10,0.0,141.0
2014,9,11,31,29,26,26,26,25,89,79,65,1008,1007,1005,6,6,5,8,0.0,47.0
2014,9,12,31,29,26,26,25,24,94,80,65,1009,1006,1004,8,6,5,6,0.0,314.0
2014,9,13,31,28,24,26,25,25,96,80,68,1007,1005,1002,6,6,5,6,49.02,56.0
2014,9,14,32,29,26,27,26,24,94,81,68,1007,1004,1002,6,6,4,8,16.0,60.0
2014,9,15,31,28,24,27,26,24,100,83,71,1007,1004,1000,6,5,3,6,41.91,55.0
2014,9,16,32,29,25,26,26,24,96,80,65,1005,1001,999,6,6,3,5,0.25,55.0
2014,9,17,32,29,26,27,26,25,95,82,71,1002,1000,998,6,6,4,6,0.0,76.0
2014,9,18,31,29,27,27,26,25,89,84,73,1007,1004,1002,6,6,5,10,0.0,50.0
2014,9,19,30,28,26,26,25,24,94,83,68,1008,1006,1004,27,6,5,16,1.02,34.0
2014,9,20,28,27,26,26,25,24,95,90,84,1007,1005,1004,5,5,2,11,23.11,34.0
2014,9,21,29,28,26,26,26,24,96,89,80,1008,1006,1004,5,4,2,11,6.1,53.0
2014,9,22,30,28,26,26,26,24,95,83,74,1008,1006,1004,6,5,5,13,2.03,42.0
2014,9,23,27,26,24,26,25,24,96,92,81,1007,1006,1004,5,4,2,13,23.11,51.0
2014,9,24,29,27,26,26,26,24,96,88,80,1009,1007,1005,5,5,4,10,0.0,65.0
2014,9,25,30,26,21,26,26,25,96,85,74,1010,1008,1006,6,5,5,10,0.0,55.0
2014,9,26,30,28,25,26,25,24,89,82,68,1011,1009,1007,6,5,5,13,5.08,69.0
2014,9,27,30,28,26,26,24,22,94,81,58,1013,1010,1008,6,5,2,6,5.08,113.0
2014,9,28,32,29,25,26,25,23,96,78,53,1013,1010,1008,5,4,3,0,0.0,148.0
2014,9,29,32,29,26,27,26,22,96,79,51,1011,1009,1006,5,4,3,3,0.0,170.0
2014,9,30,33,29,26,26,26,25,94,77,56,1011,1009,1006,4,3,3,0,0.0,195.0
2014,10,3,31,28,26,27,26,24,94,83,63,1011,1008,1005,5,4,3,3,0.0,205.0
2014,10,4,32,29,25,27,26,24,96,84,66,1010,1008,1006,4,4,3,3,0.0,132.0
2014,10,5,32,29,26,27,26,25,95,81,65,1011,1009,1006,4,4,3,3,0.0,55.0
2014,10,6,32,28,24,27,26,24,94,76,53,1012,1009,1006,7,5,3,3,17.02,67.0
2014,10,7,32,28,24,27,25,22,89,79,68,1011,1008,1005,6,6,5,8,0.0,88.0
2014,10,9,33,30,27,26,25,24,94,77,49,1010,1007,1005,6,5,3,2,0.0,59.0
2014,10,10,32,29,26,26,25,23,92,77,65,1009,1007,1005,5,5,4,3,0.0,124.0
2014,10,11,32,29,26,26,25,24,95,84,63,1009,1007,1005,6,5,3,5,20.07,48.0
2014,10,12,31,28,24,26,25,24,96,81,65,1011,1009,1006,6,5,3,8,0.0,223.0
2014,10,13,31,28,26,26,25,24,94,78,63,1012,1011,1008,6,6,5,5,0.0,37.0
2014,10,14,31,28,26,26,25,25,94,81,63,1014,1012,1010,6,5,5,3,0.0,66.0
2014,10,15,31,28,26,25,25,24,94,79,58,1014,1012,1010,5,5,5,3,39.88,95.0
2014,10,16,31,28,25,27,26,25,96,83,71,1013,1011,1009,5,5,3,3,0.0,102.0
2014,10,17,32,29,26,25,24,20,94,73,59,1013,1010,1008,5,5,5,10,0.0,116.0
2014,10,18,31,27,23,25,23,21,94,73,60,1013,1010,1008,5,5,3,8,0.0,129.0
2014,10,19,29,27,23,24,22,20,89,70,52,1013,1010,1008,5,5,3,5,0.0,164.0
2014,10,20,30,27,23,23,22,19,94,73,44,1013,1011,1009,5,4,3,3,0.0,152.0
2014,10,21,31,27,22,24,22,20,90,73,46,1014,1012,1010,5,5,3,3,0.0,161.0
2014,10,22,32,27,23,25,23,22,94,75,51,1015,1012,1010,5,5,3,3,0.0,159.0
2014,10,23,31,28,24,25,23,22,94,73,49,1014,1011,1009,5,4,2,3,0.0,158.0
2014,10,24,31,28,24,25,23,22,97,74,49,1013,1010,1008,5,4,2,3,0.0,167.0
2014,10,25,31,28,25,25,23,22,100,77,58,1013,1010,1009,4,3,0,3,0.0,155.0
2014,10,26,31,28,24,25,23,21,94,73,49,1014,1012,1011,5,4,2,2,0.0,163.0
2014,10,27,28,26,23,24,22,20,89,75,58,1013,1012,1010,5,5,5,8,0.0,88.0
2014,10,28,25,23,22,23,21,18,94,78,57,1013,1011,1009,5,4,3,11,5.08,78.0
2014,10,29,29,25,21,22,21,20,95,75,54,1013,1010,1008,6,5,3,8,0.0,80.0
2014,10,30,29,27,23,24,22,21,89,76,56,1013,1010,1000,5,5,3,6,0.0,117.0
2014,10,31,30,27,24,23,23,22,83,75,54,1012,1010,1008,5,5,3,5,0.0,120.0
2014,11,3,31,26,22,23,22,20,89,69,51,1013,1010,1008,27,5,3,11,0.0,242.0
2014,11,4,33,28,23,24,23,21,93,70,51,1011,1009,1007,5,4,2,3,0.0,162.0
2014,11,5,33,28,23,23,23,21,93,68,42,1011,1008,1006,5,5,3,5,0.0,76.0
2014,11,6,32,29,25,25,23,21,89,71,51,1009,1007,1005,5,5,5,5,0.0,70.0
2014,11,7,33,30,26,26,24,23,89,74,46,1011,1009,1007,5,5,2,3,0.0,70.0
2014,11,9,33,29,25,25,24,22,94,73,46,1014,1012,1010,5,4,3,3,0.0,66.0
2014,11,10,32,28,25,25,24,23,89,74,58,1013,1011,1009,5,4,3,5,0.0,73.0
2014,11,11,31,28,24,21,19,16,78,57,30,1013,1011,1009,5,4,3,8,0.0,139.0
2014,11,12,31,27,23,20,18,16,78,57,40,1013,1011,1009,5,4,4,3,0.0,208.0
2014,11,13,32,27,22,22,20,17,88,65,43,1014,1013,1011,4,3,2,5,0.0,199.0
2014,11,14,31,26,21,23,21,19,89,68,40,1015,1012,1010,3,3,1,3,0.0,243.0
2014,11,15,29,26,21,21,18,12,88,60,35,1014,1011,1009,4,3,2,6,0.0,217.0
2014,11,16,30,24,19,18,16,9,83,57,27,1014,1012,1009,4,4,3,3,0.0,326.0
2014,11,17,30,24,18,20,16,10,88,59,25,1015,1012,1010,4,4,2,2,0.0,325.0
2014,11,18,30,24,19,20,18,15,88,66,31,1016,1013,1011,5,4,3,3,0.0,229.0
2014,11,19,30,24,19,20,17,14,100,62,28,1016,1013,1010,5,4,0,3,0.0,190.0
2014,11,20,30,24,19,27,18,13,88,66,31,1014,1012,1010,4,3,1,3,0.0,236.0
2014,11,21,29,24,19,20,18,16,88,68,46,1014,1011,1010,4,4,3,2,0.0,193.0
2014,11,22,29,24,19,20,18,17,88,67,38,1013,1011,1009,4,4,3,8,0.0,331.0
2014,11,23,29,24,18,19,16,12,88,57,25,1014,1012,1010,4,3,2,5,0.0,325.0
