year,month,day,tempHigh,tempAvg,tempLow,DPHigh,DPAvg,DPLow,humidityHigh,humidityAvg,humidityLow,SLPHigh,SLPAvg,SLPLow,visibilityHigh,visibilityAvg,visibilityLow,windAvg,Rainfall,AQI
2014,11,24,29,23,17,18,16,10,88,67,30,1015,1012,1010,3,3,2,3,0.0,280.0
2014,11,25,28,23,17,18,15,13,88,63,31,1014,1011,1008,4,3,2,3,0.0,292.0
2014,11,26,29,23,17,17,14,11,88,58,27,1012,1009,1007,4,3,3,2,0.0,321.0
2014,11,27,28,22,16,18,16,11,88,65,32,1013,1011,1009,4,3,2,3,0.0,332.0
2014,11,28,28,22,17,19,18,16,94,73,42,1014,1011,1009,3,3,2,2,0.0,323.0
2014,11,29,28,22,17,19,17,16,94,71,38,1014,1011,1009,4,3,3,3,0.0,308.0
2014,11,30,28,22,17,19,18,17,89,71,48,1013,1010,1008,4,3,1,3,0.0,276.0
2014,12,3,29,23,17,19,17,12,93,65,31,1013,1011,1008,4,4,3,3,0.0,295.0
2014,12,4,29,23,17,19,16,11,92,63,23,1014,1012,1011,5,4,3,2,0.0,159.0
2014,12,5,30,23,17,18,17,15,88,63,31,1015,1013,1011,5,4,3,3,0.0,76.0
2014,12,6,28,22,17,18,18,17,94,70,42,1014,1012,1010,5,4,3,3,0.0,123.0
2014,12,7,29,23,18,18,16,13,88,64,32,1014,1012,1010,5,4,0,5,0.0,49.0
2014,12,9,26,21,16,18,17,15,94,74,50,1016,1014,1012,4,2,0,3,0.0,52.0
2014,12,10,27,22,16,19,16,13,94,73,34,1016,1013,1011,4,3,0,2,0.0,38.0
2014,12,11,28,22,16,19,16,13,97,73,38,1016,1014,1012,4,2,0,5,0.0,195.0
2014,12,12,26,21,17,18,17,16,88,76,57,1017,1015,1013,4,3,1,10,0.0,189.0
2014,12,13,28,22,16,19,18,16,94,77,46,1017,1015,1013,4,3,0,6,0.0,194.0
2014,12,14,31,23,16,19,18,15,94,71,32,1017,1014,1012,5,4,2,5,0.0,186.0
2014,12,15,29,23,16,20,18,16,98,70,40,1016,1013,1011,5,4,2,5,0.0,198.5
2014,12,16,31,24,18,20,18,17,96,70,44,1016,1014,1011,4,3,0,5,0.0,139.0
2014,12,17,27,23,19,17,16,14,83,63,46,1016,1014,1012,4,3,0,14,0.0,141.0
2014,12,18,25,20,15,17,14,11,88,65,32,1019,1016,1014,4,3,3,16,0.0,150.0
2014,12,19,28,22,15,19,16,14,100,72,31,1020,1016,1014,4,3,0,6,0.0,116.0
2014,12,20,29,22,16,18,14,7,94,63,19,1016,1014,1012,4,3,2,5,0.0,138.0
2014,12,21,28,22,16,17,14,11,88,59,32,1015,1013,1010,5,4,3,2,0.0,141.5
2014,12,22,29,22,16,18,16,13,94,59,30,1016,1013,1011,5,4,2,8,0.0,142.0
2014,12,23,28,22,16,17,15,12,88,60,32,1015,1013,1011,4,3,3,6,0.0,147.5
2014,12,24,29,22,16,19,17,12,94,70,37,1016,1014,1012,4,3,2,5,0.0,153.5
2014,12,25,29,22,16,18,17,15,90,64,37,1016,1013,1011,4,4,2,6,0.0,134.5
2014,12,26,28,22,16,18,16,12,94,66,28,1015,1012,1010,4,3,2,6,0.0,178.5
2014,12,27,22,19,15,17,16,14,94,80,59,1015,1014,1011,3,2,0,10,0.0,226.0
2014,12,28,23,18,14,17,16,14,100,82,64,1017,1014,1011,3,1,0,6,0.0,182.5
2014,12,29,27,21,15,16,15,12,87,61,38,1016,1013,1010,4,3,3,6,0.0,192.5
2014,12,30,26,21,17,17,14,11,78,62,40,1014,1012,1010,3,3,2,8,0.0,213.0
2014,12,31,23,21,20,19,17,14,88,78,60,1015,1014,1013,3,2,0,2,0.51,235.0
2015,1,1,26,22,19,20,19,18,92,82,64,1015,1014,1013,3,3,2,5,0.76,145.0
2015,1,2,30,25,20,21,19,16,91,73,37,1017,1014,1002,5,4,2,5,0.25,193.0
2015,1,3,30,25,20,20,19,17,84,63,35,1016,1013,1011,4,4,3,3,0.0,170.0
2015,1,4,29,24,20,23,21,19,97,73,54,1014,1012,1010,5,4,3,3,0.0,115.0
2015,1,5,26,23,20,21,18,16,95,69,54,1014,1012,1010,4,4,3,14,0.0,91.0
2015,1,6,26,21,16,15,13,11,82,54,32,1015,1012,1010,5,4,3,16,0.0,66.0
2015,1,7,25,20,14,15,12,8,77,59,27,1015,1013,1011,4,3,2,11,0.0,50.0
2015,1,9,24,20,16,15,14,13,94,70,48,1015,1013,1012,3,3,1,3,0.0,46.0
2015,1,10,26,19,13,17,14,8,94,63,25,1016,1014,1011,4,3,1,8,0.0,101.0
2015,1,11,24,19,13,16,14,12,94,68,48,1017,1015,1012,4,3,0,10,0.0,54.0
2015,1,12,24,18,13,18,16,14,94,77,62,1017,1014,1012,3,2,0,10,0.0,233.0
2015,1,13,28,21,14,18,16,13,94,68,38,1016,1013,1011,4,3,1,5,0.0,158.0
2015,1,14,28,23,18,18,14,11,78,57,31,1016,1014,1012,4,4,2,5,0.0,212.0
2015,1,15,30,23,17,21,16,12,88,62,28,1016,1014,1012,4,4,3,8,0.0,211.0
2015,1,16,24,21,18,19,18,17,92,78,62,1016,1014,1012,5,4,0,3,0.51,157.0
2015,1,17,27,22,18,18,17,16,88,69,48,1015,1012,1010,4,3,2,8,0.0,178.0
2015,1,18,24,20,16,17,16,15,89,70,50,1016,1014,1012,3,3,2,13,0.0,152.0
2015,1,19,21,18,14,16,14,14,94,81,60,1017,1016,1013,3,2,0,8,0.0,241.0
2015,1,20,23,18,14,17,15,14,94,79,60,1019,1017,1015,3,2,1,10,0.0,205.0
2015,1,21,25,19,14,18,17,15,100,79,54,1021,1018,1017,4,2,0,6,0.0,229.0
2015,1,22,25,20,14,18,16,14,94,77,42,1020,1017,1016,4,2,0,3,0.0,350.0
2015,1,23,26,19,13,18,15,12,94,71,33,1017,1015,1012,3,2,1,3,0.0,330.0
2015,1,24,28,21,15,17,14,11,100,63,29,1017,1015,1013,4,3,0,8,0.0,339.0
2015,1,25,28,22,16,15,12,7,66,46,24,1019,1017,1015,6,5,3,14,0.0,194.0
2015,1,26,27,21,14,14,11,4,73,46,24,1018,1016,1013,5,4,3,13,0.0,196.0
2015,1,27,28,21,14,17,13,10,88,55,23,1016,1014,1012,4,3,2,8,0.0,311.0
2015,1,28,29,22,16,17,15,12,88,57,37,1015,1013,1010,3,3,1,8,0.0,292.0
2015,1,29,30,23,16,17,15,12,88,56,27,1015,1013,1011,4,3,1,14,0.0,188.0
2015,1,30,27,22,18,17,14,13,78,58,34,1016,1014,1012,5,4,3,18,0.0,167.0
2015,1,31,26,21,16,16,10,4,87,49,17,1019,1016,1014,5,4,3,16,0.0,226.0
2015,2,1,25,19,13,13,9,1,73,47,12,1018,1016,1013,4,4,3,14,0.0,157.0
2015,2,2,26,19,13,15,11,5,82,54,18,1019,1017,1015,4,3,1,8,0.0,163.0
2015,2,3,29,21,14,18,13,8,88,57,24,1021,1018,1016,4,3,1,6,0.0,189.0
2015,2,4,29,22,15,17,12,4,82,52,21,1019,1016,1014,4,4,2,3,0.0,92.0
2015,2,5,31,24,17,17,13,4,88,49,10,1018,1015,1013,4,3,2,5,0.0,87.0
2015,2,6,30,23,17,17,14,11,78,58,35,1018,1015,1013,4,3,2,3,0.0,64.0
2015,2,7,24,20,16,17,14,13,88,64,44,1017,1014,1012,3,3,2,5,0.0,33.0
2015,2,9,29,22,16,17,14,12,83,57,35,1017,1015,1013,4,3,1,10,0.0,46.0
2015,2,10,29,22,16,16,14,13,83,56,32,1019,1015,1013,4,3,2,8,0.0,103.0
2015,2,11,28,23,18,15,12,9,78,44,23,1016,1014,1011,4,4,3,14,0.0,125.0
2015,2,12,29,22,16,15,12,6,77,50,19,1016,1012,1010,8,4,2,8,0.0,230.0
2015,2,13,27,21,16,19,14,10,88,61,28,1014,1012,1010,4,3,2,3,0.0,266.0
2015,2,14,27,22,16,20,16,8,94,68,21,1014,1012,1009,4,3,1,3,0.0,202.0
2015,2,15,28,22,16,17,14,9,94,53,21,1014,1012,1010,4,3,1,5,0.0,318.0
2015,2,16,27,22,17,19,16,11,94,68,41,1016,1014,1011,4,3,0,3,0.0,295.0
2015,2,17,29,23,18,19,16,12,94,61,26,1014,1012,1009,4,3,1,8,0.0,258.0
2015,2,18,28,23,17,21,18,13,94,71,31,1013,1012,1009,4,3,1,3,0.0,279.0
2015,2,19,28,23,18,20,17,12,96,64,27,1016,1013,1010,4,3,1,10,0.0,192.0
2015,2,20,29,23,18,19,17,14,89,63,32,1015,1013,1011,4,3,2,6,0.0,162.0
2015,2,21,28,23,17,21,18,17,88,69,46,1014,1012,1010,4,3,2,3,0.0,176.0
2015,2,22,32,26,19,20,18,15,96,65,37,1014,1013,1011,4,3,2,3,0.0,249.0
2015,2,23,28,23,18,23,19,15,94,73,45,1015,1013,1011,4,2,1,5,0.0,0.0
2015,2,24,28,23,18,22,19,16,94,74,48,1014,1012,1009,4,4,0,3,0.0,177.0
2015,2,25,29,24,19,23,20,13,89,72,38,1012,1010,1008,4,3,2,5,0.0,167.0
2015,2,26,29,24,18,22,21,19,96,74,54,1012,1010,1008,4,4,3,5,0.0,153.0
2015,2,27,29,24,21,23,21,19,94,78,62,1013,1011,1009,4,4,2,3,0.0,135.0
2015,2,28,29,24,21,25,22,18,94,77,52,1014,1012,1008,4,3,1,5,0.0,167.0
2015,3,1,30,27,23,24,22,21,90,76,61,1013,1012,1010,4,3,0,10,0.0,146.0
2015,3,2,33,27,22,24,23,20,100,81,46,1014,1012,1009,4,2,0,3,0.0,158.0
2015,3,3,31,27,23,24,22,20,94,73,52,1012,1010,1007,4,3,1,5,0.0,196.0
2015,3,4,28,26,23,22,19,17,94,71,54,1012,1011,1010,5,4,3,11,0.0,93.0
2015,3,5,28,24,21,22,20,18,94,75,58,1015,1012,1011,5,5,2,3,0.0,91.0
2015,3,6,29,24,20,15,11,4,73,43,20,1016,1014,1011,7,6,4,11,0.0,71.0
2015,3,7,29,24,19,14,9,4,68,36,20,1014,1012,1010,7,6,4,14,0.0,35.0
2015,3,9,32,26,19,18,15,9,78,48,24,1016,1013,1011,5,5,4,13,0.0,68.0
2015,3,10,34,27,21,16,13,8,73,43,21,1015,1013,1011,5,5,4,14,0.0,80.0
2015,3,11,33,28,24,15,10,4,51,34,16,1016,1014,1012,5,5,4,16,0.0,121.0
2015,3,12,32,26,19,13,8,0,60,33,13,1016,1013,1011,7,6,4,11,0.0,198.0
2015,3,13,32,26,19,20,14,10,83,52,26,1014,1012,1010,5,4,2,5,0.0,197.0
2015,3,14,33,27,21,23,18,15,88,58,34,1016,1013,1011,4,3,1,5,0.0,301.0
2015,3,15,31,27,23,24,22,20,84,69,58,1016,1014,1012,5,4,1,6,0.0,229.0
2015,3,16,35,29,23,18,14,11,73,41,24,1016,1013,1011,6,5,4,13,0.0,166.0
2015,3,17,36,30,24,22,16,10,78,45,15,1014,1010,1008,5,5,4,14,0.0,151.0
2015,3,18,34,28,22,21,19,14,83,54,24,1012,1010,1008,5,4,3,8,0.0,174.0
2015,3,19,34,28,22,20,17,13,83,49,21,1013,1011,1009,5,4,2,10,0.0,157.0
2015,3,20,35,28,22,19,12,5,61,36,9,1014,1012,1010,5,4,3,14,0.0,160.0
2015,3,21,33,27,21,18,14,10,61,42,24,1013,1010,1008,4,4,4,10,0.0,181.0
2015,3,22,35,27,19,21,17,12,65,47,30,1012,1009,1007,5,4,2,11,0.0,204.0
2015,3,23,33,27,21,22,19,16,88,60,36,1012,1008,1006,5,3,2,6,0.0,318.0
2015,3,24,32,27,22,25,22,18,94,71,46,1012,1009,1007,5,3,2,6,0.0,247.0
2015,3,25,31,28,24,25,22,16,96,71,45,1016,1012,1010,4,3,1,6,2.03,172.0
2015,3,26,31,20,10,24,21,15,89,65,47,1016,1014,1012,5,4,3,10,0.0,143.0
2015,3,27,32,27,23,24,23,21,94,74,51,1017,1014,1012,4,3,1,5,0.0,180.0
2015,3,28,31,27,23,24,23,21,94,79,62,1015,1012,1010,4,3,1,3,0.0,91.0
2015,3,29,32,27,23,25,23,21,97,76,56,1014,1011,1009,4,4,2,5,0.0,176.0
2015,3,30,32,28,23,24,23,23,94,72,56,1013,1010,1008,5,4,1,10,0.0,74.0
2015,3,31,29,27,23,25,23,21,94,83,74,1012,1010,1008,5,4,1,10,0.0,123.0
2015,4,1,31,26,21,24,22,20,89,79,63,1012,1009,1004,5,4,3,6,0.0,176.0
2015,4,2,31,27,22,25,24,21,89,75,58,1010,1007,1004,5,5,3,11,0.0,264.0
2015,4,4,31,27,22,27,25,20,89,77,4,1007,1005,1003,6,5,3,10,0.0,317.0
2015,4,5,32,26,20,27,23,18,90,74,56,1009,1007,1005,5,5,3,13,7.87,124.0
2015,4,6,30,26,22,26,23,21,94,82,66,1010,1008,1006,5,4,2,6,38.1,103.0
2015,4,7,32,28,23,25,23,20,94,73,49,1012,1009,1006,6,5,3,5,0.76,65.0
2015,4,9,33,28,23,26,23,21,90,73,47,1012,1009,1007,5,4,3,3,0.0,102.0
2015,4,10,32,29,25,26,25,24,94,78,58,1012,1010,1008,5,5,3,6,0.0,71.0
2015,4,11,34,29,24,26,24,21,94,70,49,1013,1011,1009,6,5,4,6,0.0,20.0
2015,4,12,35,30,26,26,24,23,96,73,47,1014,1012,1009,5,4,1,6,0.0,211.0
2015,4,13,33,30,26,27,26,21,87,72,58,1014,1011,1008,5,4,3,8,0.0,124.0
2015,4,14,34,28,22,27,23,21,89,71,49,1013,1011,1008,5,5,3,3,0.0,149.0
2015,4,15,33,29,26,27,26,24,95,78,63,1013,1010,1007,5,4,1,3,0.0,172.0
2015,4,16,35,31,26,27,22,17,89,59,30,1013,1011,1008,5,4,2,6,0.0,187.0
2015,4,17,32,29,26,31,23,18,100,66,42,1012,1008,1005,5,3,2,2,0.0,197.0
2015,4,18,33,29,25,25,24,20,89,67,49,1010,1007,1004,6,4,3,6,0.0,153.0
2015,4,19,33,27,21,26,24,21,89,73,58,1011,1009,1007,6,5,3,14,5.08,74.0
2015,4,20,33,28,23,26,26,25,92,75,60,1012,1010,1008,6,5,3,6,0.0,77.0
2015,4,21,33,29,26,27,26,25,89,77,65,1010,1008,1005,7,6,3,13,0.0,87.0
2015,4,22,33,29,24,27,24,22,98,73,53,1010,1008,1006,6,5,3,18,0.0,78.0
2015,4,28,31,28,24,25,24,23,89,75,58,1012,1010,1007,6,5,3,3,0.0,110.0
2015,4,29,32,28,24,25,24,22,84,69,58,1010,1008,1006,6,5,5,10,0.0,69.0
2015,4,30,33,29,25,25,23,21,89,68,44,1011,1009,1007,6,5,3,8,4.06,74.0
2015,5,1,31,27,23,28,24,23,92,81,63,1010,1008,1007,6,5,2,6,3.05,102.0
2015,5,2,32,28,24,28,26,24,91,78,60,1010,1008,1007,5,5,3,10,0.0,167.0
2015,5,3,39,32,25,26,26,23,89,72,47,1011,1009,1007,5,5,3,6,0.0,156.0
2015,5,4,33,29,25,28,27,25,89,77,65,1011,1009,1006,5,5,3,8,0.0,79.0
2015,5,5,33,30,27,27,26,25,89,75,51,1010,1007,1005,5,5,3,6,0.0,95.0
2015,5,6,34,30,26,26,25,22,89,67,40,1010,1006,1004,6,5,3,10,0.0,73.0
2015,5,9,33,30,27,27,26,23,89,75,55,1007,1005,1004,6,5,5,6,0.0,105.0
2015,5,10,34,30,26,27,24,14,89,71,40,1008,1006,1003,6,5,5,6,1.02,79.0
2015,5,12,32,28,24,26,24,23,96,84,60,1010,1007,1004,5,4,3,6,0.0,178.0
2015,5,13,35,30,24,26,24,22,94,69,42,1010,1007,1004,27,6,1,6,0.0,63.0
2015,5,14,33,30,27,27,26,25,89,74,53,1010,1008,1006,6,5,3,8,3.05,83.0
2015,5,15,34,31,28,28,27,25,90,74,60,1011,1008,1005,6,5,3,10,0.0,71.0
2015,5,16,35,31,28,27,26,25,89,69,49,1009,1006,1003,6,6,5,10,0.0,72.0
2015,5,17,34,30,27,27,26,25,89,75,60,1007,1005,1003,27,6,3,10,0.0,87.0
2015,5,18,32,29,25,26,24,22,94,72,51,1007,1005,1003,6,5,5,11,2.03,82.0
2015,5,19,33,29,25,26,24,21,89,71,42,1011,1003,1001,7,6,5,11,1.02,68.0
2015,5,20,33,30,26,27,26,25,94,76,58,1005,1002,1000,6,5,3,8,0.0,76.0
2015,5,21,34,31,27,28,26,25,87,69,55,1010,1003,1000,6,6,6,10,0.0,33.0
2015,5,22,34,31,27,29,28,26,94,79,60,1005,1003,1000,6,5,3,11,0.0,82.0
2015,5,23,33,30,28,29,26,24,94,78,62,1004,1003,1001,5,4,0,29,7.87,99.0
2015,5,24,27,25,23,25,22,20,94,78,63,1007,1004,1002,5,5,2,14,0.0,91.0
2015,5,25,33,28,22,26,24,22,79,67,56,1005,1003,1002,6,6,5,10,0.0,90.0
2015,5,26,34,30,26,28,26,22,84,74,58,1007,1005,1003,6,6,6,8,0.0,107.0
2015,5,28,34,31,27,27,26,24,94,72,46,1007,1005,1003,6,6,5,13,0.0,95.0
2015,5,29,34,31,28,28,27,26,87,74,60,1007,1005,1003,6,6,6,14,0.0,84.0
2015,5,30,35,31,27,27,27,23,84,71,58,1008,1006,1004,6,6,4,13,0.0,87.0
2015,5,31,34,31,28,28,27,26,84,75,58,1007,1005,1003,6,6,5,11,0.0,87.0
2015,6,1,34,30,26,27,27,26,94,72,53,1006,1005,1003,6,6,5,13,7.11,109.0
2015,6,2,34,31,27,27,26,25,84,70,53,1008,1006,1004,6,6,6,13,0.0,170.0
2015,6,3,35,31,27,27,26,25,87,66,53,1008,1006,1004,6,6,6,10,0.0,155.0
2015,6,4,35,31,28,28,26,25,97,70,53,1009,1006,1004,6,6,3,8,0.0,99.0
2015,6,5,34,30,26,29,27,24,94,77,58,1008,1006,1003,6,6,3,5,23.88,107.0
2015,6,6,33,29,26,27,26,24,94,83,63,1007,1005,1003,6,5,3,6,4.06,61.0
2015,6,7,31,29,26,26,26,25,88,81,70,1007,1005,1003,6,6,6,10,0.0,74.0
2015,6,9,33,30,27,28,26,25,94,78,65,1005,1004,1002,6,6,6,14,0.25,91.0
2015,6,10,34,31,27,29,27,25,84,75,65,1006,1003,1002,6,6,6,18,0.0,123.0
2015,6,12,32,27,23,26,24,22,90,77,65,1006,1004,1002,6,6,5,8,2.03,234.0
2015,6,13,32,29,25,26,25,23,94,85,70,1006,1004,1002,6,6,5,11,5.08,71.0
2015,6,14,33,29,25,27,26,23,96,74,60,1005,1003,1001,6,6,6,8,0.0,59.0
2015,6,15,33,30,26,26,26,25,95,82,58,1004,1003,1002,6,6,5,13,16.0,28.0
2015,6,16,32,28,25,26,25,24,96,80,58,1004,1003,1000,6,6,5,8,0.25,67.0
2015,6,17,34,29,25,27,26,25,89,75,55,1004,1002,1000,6,6,6,8,0.0,61.0
2015,6,19,35,31,27,27,26,24,89,69,44,1010,1002,999,7,6,5,8,4.06,37.0
2015,6,20,36,30,25,26,24,22,84,70,39,1003,1001,999,7,6,4,11,5.08,49.0
2015,6,21,31,29,27,26,25,24,95,80,66,1009,1002,999,6,5,4,13,1.02,41.0
2015,6,22,29,27,25,26,25,24,95,91,81,1003,1000,997,5,4,2,16,34.04,41.0
2015,6,23,28,27,26,27,26,24,95,91,84,1000,998,997,5,4,3,13,2.03,65.0
2015,6,25,28,26,24,27,26,25,95,93,88,996,995,992,4,4,3,10,17.02,67.0
2015,6,26,27,26,25,26,26,25,95,93,88,997,995,994,4,3,2,3,10.92,60.0
2015,6,28,31,27,23,26,25,22,93,79,60,1008,1006,1000,5,5,3,6,0.0,64.0
2015,6,29,32,29,26,25,24,23,84,74,63,1009,1007,1005,6,6,5,10,0.0,68.0
2015,6,30,32,29,26,25,24,24,89,72,53,1007,1006,1004,6,6,5,13,0.0,64.0
2015,7,1,32,29,26,27,25,24,94,80,63,1007,1005,1003,6,5,4,13,0.0,157.0
2015,7,2,31,28,25,27,25,23,96,86,76,1007,1004,1002,6,5,3,10,7.11,191.0
2015,7,3,33,29,25,27,26,25,96,81,63,1005,1003,1001,6,6,5,10,0.0,137.0
2015,7,4,33,29,26,28,27,25,94,82,68,1003,1001,999,5,5,5,10,3.05,117.0
2015,7,5,33,29,26,28,27,25,94,81,70,1002,999,997,6,5,5,10,0.0,108.0
2015,7,6,33,29,26,27,26,24,95,77,58,1000,998,996,6,5,3,8,2.03,59.0
2015,7,7,34,29,25,27,26,24,91,79,56,1001,998,995,6,5,2,3,2.03,83.0
2015,7,8,29,28,26,26,26,25,89,85,77,1001,999,997,6,5,3,3,3.05,94.0
2015,7,9,27,26,25,26,25,25,100,93,84,1003,1001,1000,5,3,1,11,38.1,63.0
2015,7,10,33,29,25,27,26,25,94,82,60,1004,1002,1001,6,6,3,13,2.03,46.0
2015,7,11,33,30,26,27,26,25,93,77,63,1005,1004,1002,6,6,5,10,0.0,142.0
2015,7,12,33,29,25,28,27,25,89,78,68,1006,1003,1001,6,6,5,8,0.0,228.0
2015,7,13,33,30,27,28,27,26,89,79,62,1004,1001,999,6,6,6,10,0.0,56.0
2015,7,14,33,29,26,28,27,25,89,81,68,1002,1000,997,6,5,5,8,0.76,50.0
2015,7,15,32,29,26,28,27,25,94,87,73,1000,999,997,5,4,3,8,23.11,67.0
2015,7,16,32,28,25,27,26,26,91,80,65,1000,998,996,6,6,5,10,0.0,49.0
2015,7,17,31,29,26,27,26,25,94,88,76,1000,998,996,6,4,2,8,0.51,49.0
2015,7,18,31,28,25,26,26,25,96,90,71,1001,1000,999,5,4,2,16,40.89,53.0
2015,7,19,27,26,25,26,25,24,100,92,84,1002,1000,999,6,5,2,8,19.05,44.0
2015,7,20,32,28,24,27,26,24,96,86,68,1002,1000,998,27,6,3,14,1.02,40.0
2015,7,21,33,29,25,28,27,25,95,85,68,1004,1002,1001,6,6,5,11,1.02,38.0
2015,7,22,31,29,26,27,26,25,95,88,77,1007,1005,1003,6,6,4,8,8.89,39.0
2015,7,23,31,28,25,28,26,24,100,91,79,1008,1006,1005,6,5,3,10,11.94,49.0
2015,7,24,26,26,24,26,26,25,100,99,92,1008,1006,1004,5,3,2,8,28.96,45.0
2015,7,25,26,26,25,26,26,25,100,98,92,1006,1002,999,4,2,1,18,73.91,32.0
2015,7,26,25,24,24,25,24,24,100,98,94,1001,998,997,3,2,2,8,27.94,26.0
2015,7,27,29,27,24,27,25,24,100,91,84,999,997,995,6,4,2,13,11.94,32.0
2015,7,28,30,27,24,26,25,24,96,87,66,1000,997,995,6,5,3,11,13.97,37.0
2015,7,29,28,26,24,25,24,23,94,87,68,996,993,991,5,4,2,16,16.0,37.0
2015,7,30,26,24,24,25,24,23,100,93,83,998,991,987,5,3,1,24,37.08,62.0
2015,8,1,28,26,24,26,24,24,92,89,81,1005,1003,1001,6,5,3,11,0.0,303.0
2015,8,2,32,28,25,26,26,24,89,81,71,1007,1005,1003,6,6,6,8,0.0,331.0
2015,8,3,32,29,26,27,26,24,94,79,68,1007,1005,1003,6,5,5,8,0.0,153.0
2015,8,4,32,29,26,28,27,25,94,81,63,1005,1003,1002,5,5,5,8,0.0,160.0
2015,8,5,32,29,26,27,26,25,95,79,65,1004,1002,999,5,5,5,10,0.0,113.0
2015,8,6,33,29,26,27,27,25,95,78,65,1003,1001,998,6,5,5,10,0.0,56.0
2015,8,7,33,30,27,28,27,26,100,79,58,1004,1002,1000,5,5,3,5,0.0,66.0
2015,8,8,32,29,25,26,26,25,96,81,65,1004,1002,1000,5,5,3,5,3.05,68.0
2015,8,9,32,29,27,27,25,23,94,77,49,1003,1001,999,6,6,5,5,0.51,85.0
2015,8,10,35,31,26,27,25,24,90,72,49,1004,1001,999,6,6,5,6,0.0,43.0
2015,8,11,32,29,26,27,27,25,95,83,70,1007,1004,1002,6,5,5,6,1.02,159.0
2015,8,12,33,30,26,27,26,25,87,75,60,1007,1005,1003,7,5,5,6,2.03,229.0
2015,8,13,33,30,27,28,27,25,90,80,65,1007,1005,1003,14,6,5,8,0.0,92.0
2015,8,14,32,29,26,27,26,25,91,81,63,1007,1005,1003,6,6,5,8,1.02,105.0
2015,8,15,31,29,26,27,26,25,89,82,68,1008,1007,1005,6,6,5,11,0.0,50.0
2015,8,16,31,28,24,26,26,24,95,84,68,1009,1007,1005,6,5,2,13,27.94,74.0
2015,8,17,31,28,25,26,26,25,96,88,68,1009,1007,1005,6,4,2,13,27.94,54.0
2015,8,18,27,26,25,26,26,24,100,94,88,1010,1008,1006,5,4,1,11,30.99,49.0
2015,8,19,30,28,25,28,26,24,100,92,81,1008,1006,1005,4,4,3,16,10.92,41.0
2015,8,20,28,27,25,28,27,25,99,93,87,1006,1005,1003,5,4,3,10,3.05,64.0
2015,8,21,31,28,25,26,25,24,96,78,58,1006,1004,1001,5,5,5,8,0.51,36.0
2015,8,22,33,29,26,27,26,25,91,78,58,1004,1001,999,6,6,5,10,0.0,37.0
2015,8,23,32,29,26,27,26,25,89,79,65,1004,1002,1000,5,5,5,10,0.0,111.0
2015,8,24,33,29,25,26,26,25,89,76,58,1006,1002,1000,6,6,5,8,0.25,24.0
2015,8,25,33,29,25,26,26,25,95,80,58,1003,1002,999,6,5,3,10,0.0,26.0
2015,8,26,34,30,26,27,26,25,94,76,53,1004,1002,1000,6,6,5,6,0.0,62.0
2015,8,27,34,30,26,29,25,24,89,75,53,1006,1004,1002,6,6,5,11,3.05,57.0
2015,8,28,32,29,25,26,25,24,94,78,58,1007,1005,1002,6,5,3,11,7.11,32.0
2015,8,29,31,28,25,27,26,25,94,85,60,1007,1005,1003,5,5,3,13,2.03,30.0
